Property ID,Property Name,Location,Type,Price,Date Listed,Date Sold,Sale Price,Sq Ft,Bedrooms,Bathrooms,Building Type,Year Built,Floor Level,Parking Spaces,Agent Name,Agent Contact Info,Property Status,Property Features
1328,Property 1328,Houston,Commercial,506153,25-06-2024,05-07-2024,529110,2313,4,4,Detached,2017,,3,Jane Smith,555-6233,Sold,Pool
1329,Property 1329,San Antonio,Apartment,616942,20-02-2024,,,4528,3,4,Condo,2007,2,1,Alice White,555-8662,Available,Garage|Pool|Fireplace|Garden
1330,Property 1330,San Antonio,House,574415,30-08-2024,28-01-2024,600208,3215,3,2,Office Building,2022,8,4,Kevin Martinez,555-7991,Sold,Sauna|Garage|Fireplace|Garden
1331,Property 1331,Houston,Commercial,554965,14-07-2024,,,1350,3,4,Detached,2017,,3,Kevin Martinez,555-8663,Available,Elevator|Barn|Gym
1332,Property 1332,Houston,Commercial,474408,16-03-2024,,,4691,6,4,Ranch,2021,5,2,Laura Taylor,555-8151,Available,Pool|Elevator|Garden|Barn
1333,Property 1333,Fort Worth,Commercial,818761,04-06-2024,,,4011,6,5,Condo,2007,10,2,Michael Green,555-6915,Available,Garden
1334,Property 1334,Fort Worth,Commercial,918858,05-01-2024,17-04-2024,930124,4254,3,4,Detached,2001,,1,David Lee,555-9442,Sold,Barn|Pool|Sauna|Garden
1335,Property 1335,San Antonio,House,929245,23-02-2024,07-03-2024,953065,3784,5,2,Ranch,2004,6,3,John Doe,555-6695,Sold,Sauna|Pool|Garage
1336,Property 1336,Fort Worth,Commercial,404559,22-12-2023,,,4713,6,5,Condo,2008,8,4,Jane Smith,555-7774,Available,Garage|Fireplace|Garden
1337,Property 1337,Austin,Commercial,592231,22-07-2024,,,2136,6,5,Detached,2004,,1,Laura Taylor,555-2192,Available,Pool|Fireplace
1338,Property 1338,Austin,Apartment,920199,02-06-2024,,,1716,6,2,Detached,2005,,2,Laura Taylor,555-6658,Available,Sauna|Elevator|Fireplace|Gym
1339,Property 1339,Houston,Apartment,620985,06-07-2024,02-06-2024,670646,1228,2,3,Detached,2017,,1,Robert Black,555-8639,Sold,Garage|Fireplace|Barn|Sauna
1340,Property 1340,San Antonio,House,640581,09-10-2024,,,1735,4,5,Office Building,2020,3,2,Robert Black,555-1813,Available,Barn
1341,Property 1341,Houston,Apartment,864551,18-11-2024,12-09-2024,890560,2805,4,4,Ranch,2020,7,1,Sarah Johnson,555-9178,Sold,Pool
1342,Property 1342,San Antonio,Apartment,483146,04-09-2024,18-02-2024,499772,2060,6,3,Office Building,2023,7,3,Jane Smith,555-2201,Sold,Barn|Garage|Sauna|Fireplace
1343,Property 1343,Austin,Apartment,406781,07-08-2024,30-07-2024,446631,1845,2,5,Condo,2012,6,4,Sarah Johnson,555-1339,Sold,Pool|Elevator
1344,Property 1344,Austin,Commercial,386554,26-11-2024,,,1470,3,4,Office Building,2015,4,4,Jane Smith,555-9041,Available,Gym|Pool|Sauna
1345,Property 1345,Dallas,House,692587,10-02-2024,,,3539,3,5,Office Building,2007,10,1,Emily Brown,555-6213,Available,Sauna|Fireplace|Barn
1346,Property 1346,Dallas,Commercial,489727,11-05-2024,27-11-2024,520275,4012,4,4,Ranch,2017,2,1,Jane Smith,555-8444,Sold,Gym|Fireplace|Garage
1347,Property 1347,San Antonio,Commercial,585251,16-06-2024,28-02-2024,618415,1799,3,4,Office Building,2005,5,2,David Lee,555-5973,Sold,Garage
1348,Property 1348,Fort Worth,Apartment,924632,30-08-2024,,,1564,4,2,Office Building,2022,4,3,Robert Black,555-9794,Available,Pool|Fireplace|Gym
1349,Property 1349,Austin,Apartment,397521,31-10-2024,,,1120,5,3,Condo,2011,10,3,Robert Black,555-7232,Available,Pool
1350,Property 1350,Dallas,Apartment,814091,08-01-2024,,,3458,3,5,Condo,2021,5,4,Michael Green,555-3141,Available,Pool|Garden|Sauna|Garage
1351,Property 1351,Houston,Commercial,632549,19-07-2024,,,1982,4,3,Condo,2016,10,1,Kevin Martinez,555-3037,Available,Garage|Elevator|Gym
1352,Property 1352,Houston,House,806612,26-05-2024,,,1592,3,2,Ranch,2008,1,1,Sarah Johnson,555-3235,Available,Pool|Garage
1353,Property 1353,San Antonio,Apartment,427000,29-06-2024,,,1454,5,4,Ranch,2002,1,4,Jane Smith,555-5728,Available,Barn|Sauna|Garage
1354,Property 1354,Fort Worth,House,426016,04-09-2024,02-12-2024,459506,1968,3,5,Office Building,2006,7,3,Kevin Martinez,555-4424,Sold,Gym
1355,Property 1355,Dallas,Apartment,485987,08-12-2024,02-09-2024,513433,4449,3,4,Office Building,2010,5,1,Michael Green,555-9200,Sold,Elevator|Pool
1356,Property 1356,Houston,House,881908,14-01-2024,28-05-2024,915520,3811,6,4,Office Building,2005,9,4,Michael Green,555-6861,Sold,Elevator|Gym
1357,Property 1357,Fort Worth,House,444818,21-02-2024,23-03-2024,491170,1177,6,2,Detached,2011,,2,Alice White,555-7785,Sold,Fireplace|Garage
1358,Property 1358,Houston,Apartment,335981,12-01-2024,,,1186,2,5,Condo,2019,8,3,Laura Taylor,555-3858,Available,Garage
1359,Property 1359,Austin,Commercial,890344,27-06-2024,19-09-2024,921650,3907,5,3,Detached,2020,,3,Jane Smith,555-7291,Sold,Sauna|Elevator
1360,Property 1360,San Antonio,House,625215,28-10-2024,16-08-2024,661936,4565,3,5,Office Building,2001,6,1,David Lee,555-7791,Sold,Pool|Gym|Garden|Elevator
1361,Property 1361,Fort Worth,Apartment,359826,27-05-2024,04-01-2024,402025,3031,3,2,Condo,2016,6,1,Sarah Johnson,555-4613,Sold,Sauna|Gym|Elevator|Fireplace
1362,Property 1362,Fort Worth,Apartment,458617,08-02-2024,05-04-2024,468730,1513,5,4,Condo,2007,8,2,David Lee,555-8292,Sold,Pool|Barn|Gym|Garage
1363,Property 1363,Austin,Apartment,356693,12-09-2024,14-06-2024,368153,2497,5,5,Office Building,2015,5,2,Michael Green,555-6828,Sold,Fireplace
1364,Property 1364,Houston,Commercial,802935,23-05-2024,17-06-2024,840711,3970,2,3,Detached,2009,,1,Robert Black,555-9028,Sold,Elevator
1365,Property 1365,Houston,Apartment,391648,05-08-2024,02-02-2024,416341,3338,3,5,Office Building,2003,6,2,John Doe,555-6829,Sold,Garage|Sauna
1366,Property 1366,Dallas,House,491517,19-02-2024,,,2722,6,4,Detached,2021,,3,Jane Smith,555-2956,Available,Elevator|Barn
1367,Property 1367,Houston,Commercial,717314,15-06-2024,11-03-2024,761683,4336,2,2,Detached,2008,,1,Kevin Martinez,555-5976,Sold,Pool|Sauna|Garden|Gym
1368,Property 1368,Dallas,House,750918,16-09-2024,04-10-2024,797206,4163,6,4,Ranch,2015,3,1,John Doe,555-2704,Sold,Sauna|Barn|Gym|Fireplace
1369,Property 1369,Houston,House,581768,30-09-2024,01-12-2024,596899,3849,5,2,Ranch,2016,8,3,Michael Green,555-7961,Sold,Barn|Garden|Gym|Pool
1370,Property 1370,Houston,House,961011,24-11-2024,21-10-2024,1000875,1434,3,5,Condo,2006,1,4,John Doe,555-1199,Sold,Fireplace
1371,Property 1371,Fort Worth,Apartment,841031,29-04-2024,,,3600,4,2,Ranch,2008,9,3,Kevin Martinez,555-3385,Available,Elevator|Garage|Garden|Fireplace
1372,Property 1372,San Antonio,Apartment,697649,09-12-2024,01-07-2024,746124,1639,5,5,Condo,2009,2,3,David Lee,555-6960,Sold,Garden|Fireplace
1373,Property 1373,Fort Worth,Commercial,713018,09-10-2024,30-08-2024,725283,4061,4,3,Ranch,2021,9,3,Jane Smith,555-1795,Sold,Sauna|Barn
1374,Property 1374,Fort Worth,House,774165,21-03-2024,02-01-2024,805371,4506,4,4,Condo,2017,8,1,David Lee,555-4765,Sold,Gym|Barn
1375,Property 1375,Dallas,Commercial,841330,28-12-2023,26-08-2024,855531,1209,5,4,Ranch,2004,10,1,Sarah Johnson,555-8998,Sold,Elevator|Garage|Fireplace|Pool
1376,Property 1376,Austin,Apartment,630770,16-01-2024,09-07-2024,678621,1749,5,5,Detached,2005,,4,John Doe,555-7305,Sold,Garage|Pool
1377,Property 1377,Austin,Commercial,969319,12-01-2024,29-11-2024,1005963,2127,3,5,Ranch,2005,10,4,Emily Brown,555-5710,Sold,Fireplace|Sauna
1378,Property 1378,Dallas,Commercial,391893,07-03-2024,,,1897,3,3,Condo,2020,9,3,Emily Brown,555-8389,Available,Pool|Fireplace
1379,Property 1379,Fort Worth,House,951428,17-11-2024,06-06-2024,989269,3003,5,2,Office Building,2012,7,1,Kevin Martinez,555-4048,Sold,Barn
1380,Property 1380,Dallas,House,930660,01-08-2024,,,2251,2,4,Ranch,2008,4,3,David Lee,555-5780,Available,Sauna|Elevator
1381,Property 1381,San Antonio,Commercial,437376,22-08-2024,11-11-2024,476779,2250,3,4,Ranch,2011,7,3,Kevin Martinez,555-3395,Sold,Garage|Gym|Elevator
1382,Property 1382,Houston,Apartment,509767,11-10-2024,11-10-2024,545096,2022,6,4,Ranch,2018,5,4,Sarah Johnson,555-5257,Sold,Garage|Barn|Sauna|Garden
1383,Property 1383,Austin,Commercial,551671,12-05-2024,,,1246,2,5,Condo,2009,9,4,Emily Brown,555-3635,Available,Sauna|Gym|Barn
1384,Property 1384,Austin,Apartment,690210,03-07-2024,05-01-2024,739657,1377,2,5,Detached,2001,,3,Emily Brown,555-9251,Sold,Garden|Fireplace
1385,Property 1385,San Antonio,Commercial,914143,19-12-2023,06-04-2024,930323,4000,3,4,Condo,2023,2,2,David Lee,555-1140,Sold,Sauna|Garage|Pool|Gym
1386,Property 1386,San Antonio,Commercial,584423,18-05-2024,,,2022,6,4,Detached,2008,,3,Sarah Johnson,555-2537,Available,Elevator|Gym
1387,Property 1387,Dallas,Commercial,900810,14-05-2024,31-12-2023,929752,1089,6,2,Ranch,2005,3,1,Kevin Martinez,555-8301,Sold,Sauna
1388,Property 1388,San Antonio,House,822342,23-01-2024,,,1615,5,5,Condo,2006,2,2,Emily Brown,555-7845,Available,Garage|Gym|Pool
1389,Property 1389,Houston,House,727830,15-05-2024,17-09-2024,751641,2306,4,3,Condo,2017,6,3,Kevin Martinez,555-3379,Sold,Sauna|Garage
1390,Property 1390,Austin,Commercial,933508,12-12-2024,,,2213,5,3,Detached,2008,,3,John Doe,555-5092,Available,Pool|Garden|Barn|Gym
1391,Property 1391,Fort Worth,Apartment,909941,14-07-2024,12-01-2024,932227,4433,2,2,Condo,2014,3,1,Robert Black,555-1094,Sold,Gym|Elevator
1392,Property 1392,San Antonio,Commercial,853683,03-03-2024,,,1700,3,5,Condo,2004,7,1,Kevin Martinez,555-8730,Available,Garage|Sauna|Gym|Garden
1393,Property 1393,San Antonio,Commercial,550384,06-11-2024,08-05-2024,567298,4347,3,2,Condo,2011,1,4,Sarah Johnson,555-6418,Sold,Pool|Garden|Fireplace
1394,Property 1394,Austin,House,792675,25-01-2024,,,2508,4,5,Detached,2010,,1,Sarah Johnson,555-5268,Available,Garden|Garage|Elevator
1395,Property 1395,San Antonio,House,497877,14-08-2024,,,1868,4,3,Office Building,2018,1,4,Robert Black,555-6008,Available,Fireplace|Pool|Garden|Barn
1396,Property 1396,Fort Worth,Apartment,879911,30-11-2024,,,1038,4,2,Office Building,2012,3,3,Michael Green,555-5687,Available,Sauna|Fireplace|Pool|Garden
1397,Property 1397,Austin,Commercial,881418,17-11-2024,05-09-2024,891773,3204,3,4,Detached,2023,,1,Alice White,555-4557,Sold,Sauna|Gym|Elevator
1398,Property 1398,Fort Worth,Commercial,857711,14-04-2024,,,4153,5,4,Condo,2003,2,4,Kevin Martinez,555-8006,Available,Garage|Garden|Elevator|Pool
1399,Property 1399,San Antonio,Apartment,495324,25-03-2024,15-11-2024,537877,1921,2,4,Detached,2023,,3,Jane Smith,555-3646,Sold,Barn|Elevator
1400,Property 1400,San Antonio,Commercial,575112,23-08-2024,13-10-2024,591857,3626,6,2,Office Building,2004,7,3,David Lee,555-2088,Sold,Pool|Sauna|Garage
1401,Property 1401,San Antonio,Apartment,529787,24-03-2024,12-06-2024,540713,4926,2,5,Detached,2021,,1,David Lee,555-4862,Sold,Pool|Fireplace|Gym
1402,Property 1402,San Antonio,Commercial,880175,10-05-2024,,,3355,2,4,Ranch,2022,1,2,John Doe,555-5253,Available,Elevator|Fireplace
1403,Property 1403,Dallas,Apartment,755657,15-09-2024,,,2770,6,4,Detached,2010,,3,Laura Taylor,555-5620,Available,Gym|Fireplace|Barn
1404,Property 1404,San Antonio,Apartment,619699,06-07-2024,,,4379,2,5,Office Building,2001,6,3,Sarah Johnson,555-2953,Available,Fireplace
1405,Property 1405,Austin,Commercial,572498,02-02-2024,,,4000,4,3,Ranch,2008,7,2,Jane Smith,555-9102,Available,Gym
1406,Property 1406,San Antonio,House,428488,21-07-2024,,,3307,2,2,Detached,2019,,1,Jane Smith,555-5392,Available,Pool|Fireplace|Barn
1407,Property 1407,Dallas,House,499254,15-05-2024,,,4811,4,4,Ranch,2006,5,1,David Lee,555-2696,Available,Garden|Pool
1408,Property 1408,Austin,Apartment,627850,20-12-2023,08-10-2024,653798,2012,5,2,Ranch,2008,1,4,Sarah Johnson,555-8856,Sold,Elevator|Gym
1409,Property 1409,Dallas,Commercial,679504,23-07-2024,,,1389,6,4,Detached,2004,,2,John Doe,555-4258,Available,Pool|Fireplace|Gym|Garden
1410,Property 1410,Fort Worth,Apartment,391214,10-05-2024,01-02-2024,428585,3653,5,3,Office Building,2003,5,4,David Lee,555-2910,Sold,Elevator|Garden
1411,Property 1411,Houston,Apartment,622111,28-12-2023,,,1224,3,3,Detached,2008,,3,Michael Green,555-7248,Available,Elevator|Fireplace|Barn
1412,Property 1412,Austin,Apartment,884895,08-06-2024,21-12-2023,901577,2314,6,5,Ranch,2013,8,2,Alice White,555-4923,Sold,Garage|Elevator|Gym
1413,Property 1413,Fort Worth,House,635473,16-11-2024,,,1691,4,4,Condo,2006,5,2,Laura Taylor,555-5224,Available,Barn|Garden|Sauna
1414,Property 1414,Dallas,Apartment,718518,06-03-2024,08-09-2024,744911,4471,2,5,Detached,2015,,4,Laura Taylor,555-4961,Sold,Barn|Sauna|Garden
1415,Property 1415,Austin,Apartment,591810,11-06-2024,02-10-2024,607549,1167,6,2,Ranch,2010,3,2,Emily Brown,555-6816,Sold,Pool|Elevator
1416,Property 1416,Houston,Apartment,849114,14-02-2024,14-06-2024,890143,1436,6,2,Condo,2018,1,2,David Lee,555-7052,Sold,Elevator|Pool|Fireplace
1417,Property 1417,San Antonio,Commercial,568496,09-10-2024,,,1278,5,3,Condo,2022,10,2,Alice White,555-7227,Available,Gym|Elevator|Barn
1418,Property 1418,Dallas,House,652348,20-01-2024,23-06-2024,675189,4923,3,5,Detached,2002,,4,Alice White,555-1315,Sold,Sauna|Pool|Garden|Elevator
1419,Property 1419,San Antonio,House,620708,12-10-2024,08-08-2024,666063,3228,5,4,Office Building,2004,7,3,Jane Smith,555-1669,Sold,Garden
1420,Property 1420,Austin,Commercial,603675,09-10-2024,09-08-2024,642427,1915,4,3,Condo,2014,4,4,Robert Black,555-4463,Sold,Gym|Garage
1421,Property 1421,Austin,House,808409,15-01-2024,,,4231,2,2,Condo,2008,8,1,Sarah Johnson,555-4678,Available,Fireplace|Pool|Garden|Gym
1422,Property 1422,Houston,Apartment,382592,03-06-2024,,,2462,3,3,Detached,2006,,3,Michael Green,555-6160,Available,Pool
1423,Property 1423,Houston,Apartment,763727,01-07-2024,12-07-2024,791180,4691,3,2,Ranch,2017,1,2,David Lee,555-2003,Sold,Garden|Sauna|Pool
1424,Property 1424,San Antonio,Commercial,890313,05-11-2024,28-11-2024,901138,4797,4,5,Office Building,2016,9,4,Kevin Martinez,555-4909,Sold,Elevator|Fireplace|Pool
1425,Property 1425,Houston,House,351650,01-05-2024,26-07-2024,365132,2929,2,2,Condo,2004,8,3,Jane Smith,555-5027,Sold,Pool|Elevator|Garden
1426,Property 1426,Austin,Apartment,944193,13-05-2024,25-05-2024,967413,1487,5,3,Ranch,2011,2,1,Laura Taylor,555-1589,Sold,Sauna|Garden|Gym|Pool
1427,Property 1427,Houston,House,664057,15-04-2024,27-11-2024,704552,2730,4,4,Office Building,2023,7,4,Michael Green,555-1241,Sold,Sauna|Elevator|Garage|Fireplace
1428,Property 1428,San Antonio,House,840168,14-12-2024,01-12-2024,888588,3952,6,2,Condo,2022,1,3,Laura Taylor,555-1300,Sold,Elevator|Fireplace
1429,Property 1429,San Antonio,House,532293,10-09-2024,22-09-2024,552624,3090,6,3,Detached,2013,,3,Robert Black,555-4654,Sold,Sauna
1430,Property 1430,San Antonio,House,690424,06-06-2024,,,1938,5,4,Office Building,2009,9,2,Sarah Johnson,555-6364,Available,Pool|Gym|Barn|Sauna
1431,Property 1431,Austin,House,604603,27-05-2024,,,4063,5,3,Condo,2005,1,3,Laura Taylor,555-7991,Available,Elevator|Garden|Garage
1432,Property 1432,San Antonio,House,914643,08-10-2024,,,3619,2,2,Ranch,2022,8,2,Robert Black,555-8967,Available,Garden|Garage|Barn|Sauna
1433,Property 1433,Austin,Apartment,407190,19-05-2024,22-09-2024,424090,3832,2,2,Office Building,2015,1,3,Michael Green,555-5179,Sold,Elevator|Pool
1434,Property 1434,Dallas,House,744411,08-10-2024,15-11-2024,791772,3193,6,5,Ranch,2009,4,2,Laura Taylor,555-6196,Sold,Garden|Fireplace|Elevator|Pool
1435,Property 1435,San Antonio,Commercial,674094,12-05-2024,28-11-2024,692726,3545,5,4,Condo,2003,3,4,Michael Green,555-3336,Sold,Barn|Gym|Sauna|Garage
1436,Property 1436,Dallas,Apartment,886889,14-03-2024,,,4579,3,5,Condo,2014,2,1,Robert Black,555-3488,Available,Sauna
1437,Property 1437,Fort Worth,House,822642,06-02-2024,,,1055,4,4,Ranch,2006,3,3,Emily Brown,555-5294,Available,Barn|Garden|Gym|Garage
1438,Property 1438,Dallas,Apartment,581866,09-04-2024,09-06-2024,604326,3180,3,3,Detached,2016,,1,John Doe,555-6071,Sold,Garage|Pool
1439,Property 1439,Houston,Apartment,926665,04-06-2024,28-06-2024,970435,2245,3,2,Condo,2013,3,4,Robert Black,555-6475,Sold,Garage|Sauna|Barn|Pool
1440,Property 1440,Fort Worth,House,354035,21-05-2024,,,2254,4,5,Office Building,2021,3,1,Kevin Martinez,555-3201,Available,Sauna|Garage
1441,Property 1441,Houston,House,532178,26-08-2024,,,4417,6,4,Detached,2016,,4,David Lee,555-5193,Available,Elevator
1442,Property 1442,Fort Worth,Apartment,881805,28-01-2024,07-04-2024,903096,2036,6,3,Condo,2005,10,2,Jane Smith,555-2922,Sold,Garden|Gym|Pool
1443,Property 1443,Dallas,House,553397,07-06-2024,,,3957,3,4,Condo,2017,2,2,Sarah Johnson,555-2859,Available,Elevator|Barn
1444,Property 1444,San Antonio,House,821284,24-02-2024,29-05-2024,855909,4805,2,2,Office Building,2021,7,2,Laura Taylor,555-6987,Sold,Elevator|Gym|Barn|Garden
1445,Property 1445,Dallas,Apartment,365805,08-04-2024,,,2019,2,5,Condo,2020,8,4,Laura Taylor,555-8615,Available,Garage|Pool
1446,Property 1446,Houston,Commercial,566534,28-06-2024,06-07-2024,598191,4167,4,5,Office Building,2009,5,1,Jane Smith,555-2020,Sold,Pool|Elevator|Garage|Fireplace
1447,Property 1447,Dallas,Apartment,673759,05-06-2024,,,4286,4,5,Office Building,2008,7,1,Robert Black,555-7804,Available,Sauna|Barn|Gym|Pool
1448,Property 1448,Austin,Apartment,897821,24-09-2024,,,4524,5,5,Condo,2009,2,4,Emily Brown,555-4094,Available,Gym
1449,Property 1449,Dallas,Apartment,840321,05-12-2024,27-12-2023,883735,3778,2,3,Detached,2008,,2,Kevin Martinez,555-3112,Sold,Elevator
1450,Property 1450,Dallas,House,570785,17-10-2024,12-12-2024,598369,2143,2,4,Ranch,2004,8,3,Alice White,555-8162,Sold,Pool|Garage
1451,Property 1451,Fort Worth,Apartment,509546,06-05-2024,25-06-2024,551326,2566,6,3,Detached,2008,,4,Alice White,555-7901,Sold,Elevator|Garden
1452,Property 1452,Dallas,Apartment,529938,06-11-2024,,,4161,2,2,Condo,2010,10,4,Jane Smith,555-7085,Available,Barn|Elevator|Garage|Fireplace
1453,Property 1453,Austin,House,805683,10-08-2024,,,2871,5,2,Detached,2020,,2,Robert Black,555-2517,Available,Sauna|Fireplace|Garden|Pool
1454,Property 1454,San Antonio,Commercial,920832,22-03-2024,,,2515,3,3,Ranch,2000,8,3,Kevin Martinez,555-5630,Available,Garage|Fireplace
1455,Property 1455,Austin,Commercial,457341,18-04-2024,11-01-2024,505989,2386,2,2,Condo,2019,9,3,Michael Green,555-6965,Sold,Garage|Fireplace
1456,Property 1456,Houston,Commercial,425035,16-06-2024,,,3134,4,5,Detached,2000,,1,David Lee,555-8700,Available,Barn
1457,Property 1457,Fort Worth,House,574206,03-03-2024,,,1176,6,4,Condo,2002,8,4,Alice White,555-5063,Available,Elevator|Garage|Fireplace
1458,Property 1458,San Antonio,Commercial,673354,20-11-2024,16-03-2024,705596,1030,5,3,Ranch,2006,2,2,Kevin Martinez,555-4844,Sold,Fireplace|Garden
1459,Property 1459,Dallas,House,773693,15-10-2024,,,4509,4,3,Detached,2021,,1,Jane Smith,555-7141,Available,Garden
1460,Property 1460,San Antonio,Commercial,363467,03-03-2024,,,3082,6,5,Office Building,2008,5,2,Kevin Martinez,555-1421,Available,Barn
1461,Property 1461,Houston,Commercial,589531,24-03-2024,,,4087,3,2,Ranch,2005,9,4,Sarah Johnson,555-1010,Available,Barn|Garage|Gym|Sauna
1462,Property 1462,Houston,Commercial,592750,24-12-2023,08-08-2024,621470,2933,3,2,Ranch,2000,3,1,John Doe,555-5039,Sold,Fireplace|Elevator|Barn|Garage
1463,Property 1463,Dallas,Commercial,904148,12-05-2024,,,4904,6,4,Office Building,2023,1,3,Michael Green,555-3396,Available,Sauna
1464,Property 1464,Houston,House,464418,20-11-2024,09-07-2024,508175,1057,2,4,Office Building,2020,6,4,Sarah Johnson,555-3016,Sold,Barn|Elevator|Garden
1465,Property 1465,Austin,House,432412,22-03-2024,12-07-2024,472092,4699,3,5,Detached,2020,,2,David Lee,555-9130,Sold,Fireplace|Gym
1466,Property 1466,Fort Worth,Commercial,856288,16-12-2024,,,3530,3,3,Office Building,2010,5,2,John Doe,555-9881,Available,Fireplace|Garden|Pool|Barn
1467,Property 1467,Dallas,Apartment,529296,17-09-2024,,,3582,6,3,Ranch,2019,2,1,Michael Green,555-5233,Available,Sauna|Gym|Garage|Elevator
1468,Property 1468,Fort Worth,House,932373,12-06-2024,30-09-2024,950528,1475,4,3,Ranch,2011,8,4,Kevin Martinez,555-2167,Sold,Pool
1469,Property 1469,Dallas,Commercial,929410,21-05-2024,23-02-2024,969447,4114,6,4,Ranch,2021,9,4,Alice White,555-6305,Sold,Elevator|Garage|Sauna|Fireplace
1470,Property 1470,Houston,House,325185,28-05-2024,,,2631,4,4,Condo,2000,2,4,Laura Taylor,555-2340,Available,Garden
1471,Property 1471,San Antonio,Commercial,803393,04-07-2024,,,1966,4,2,Office Building,2016,4,1,Kevin Martinez,555-8699,Available,Gym|Pool|Garden
1472,Property 1472,Houston,Apartment,420902,27-07-2024,15-04-2024,469187,2058,3,2,Condo,2016,8,1,Jane Smith,555-2451,Sold,Pool|Garden
1473,Property 1473,Fort Worth,Commercial,945762,29-04-2024,,,2908,2,5,Condo,2010,6,2,Michael Green,555-9828,Available,Pool|Barn
1474,Property 1474,Houston,Apartment,406215,01-07-2024,,,4429,4,4,Ranch,2013,1,4,David Lee,555-2746,Available,Pool|Fireplace|Sauna|Garage
1475,Property 1475,Houston,House,519850,11-01-2024,,,2575,6,5,Ranch,2009,1,4,Emily Brown,555-2293,Available,Gym|Garden|Garage
1476,Property 1476,Dallas,House,568566,05-06-2024,,,3737,2,3,Ranch,2018,1,1,David Lee,555-2646,Available,Garden|Sauna|Elevator|Pool
1477,Property 1477,Houston,Apartment,751447,06-03-2024,18-03-2024,779387,4395,2,3,Ranch,2001,10,2,John Doe,555-1647,Sold,Pool|Barn|Elevator
1478,Property 1478,San Antonio,Apartment,476412,03-02-2024,23-01-2024,501392,4056,5,2,Detached,2020,,2,Michael Green,555-4531,Sold,Fireplace|Sauna
1479,Property 1479,San Antonio,Commercial,406277,14-01-2024,30-10-2024,445812,4600,6,3,Detached,2003,,3,Jane Smith,555-5849,Sold,Fireplace
1480,Property 1480,San Antonio,House,364314,30-01-2024,09-05-2024,375053,2457,4,4,Office Building,2013,7,4,Sarah Johnson,555-1773,Sold,Garage|Elevator|Sauna|Pool
1481,Property 1481,Fort Worth,Commercial,328862,27-06-2024,,,4503,6,3,Detached,2013,,1,Laura Taylor,555-4966,Available,Barn|Gym|Fireplace|Garden
1482,Property 1482,Houston,House,366655,29-07-2024,31-07-2024,391136,4646,2,5,Detached,2018,,3,Robert Black,555-2644,Sold,Sauna
1483,Property 1483,Austin,House,504648,05-08-2024,26-07-2024,529403,1909,2,4,Ranch,2016,7,1,Robert Black,555-5494,Sold,Sauna
1484,Property 1484,Houston,Commercial,612827,09-03-2024,,,3136,4,3,Condo,2001,10,1,Alice White,555-6038,Available,Sauna|Pool
1485,Property 1485,Austin,Apartment,635979,22-01-2024,,,2691,4,3,Ranch,2022,10,2,David Lee,555-6537,Available,Garage|Gym|Pool|Garden
1486,Property 1486,Austin,Apartment,699470,06-06-2024,,,1457,4,2,Condo,2003,1,1,Alice White,555-7443,Available,Elevator|Gym|Fireplace
1487,Property 1487,Fort Worth,Apartment,790425,14-02-2024,05-09-2024,830116,2324,6,4,Detached,2018,,2,Kevin Martinez,555-9627,Sold,Elevator
1488,Property 1488,Fort Worth,Apartment,636312,11-02-2024,,,3975,3,4,Condo,2022,9,3,David Lee,555-7539,Available,Pool|Barn
1489,Property 1489,Austin,Commercial,531830,01-05-2024,08-02-2024,555205,2808,5,4,Detached,2010,,3,Emily Brown,555-4937,Sold,Gym|Fireplace
1490,Property 1490,Dallas,Commercial,334634,05-06-2024,,,2208,5,5,Detached,2018,,1,John Doe,555-7510,Available,Pool
1491,Property 1491,Austin,Apartment,374259,09-01-2024,15-05-2024,397711,3848,4,5,Detached,2007,,2,Jane Smith,555-4307,Sold,Elevator|Pool
1492,Property 1492,Houston,Apartment,991056,21-09-2024,,,3079,5,5,Office Building,2000,1,1,David Lee,555-3529,Available,Garage
1493,Property 1493,Dallas,Commercial,724980,25-11-2024,20-05-2024,737073,2506,3,3,Ranch,2008,1,2,Kevin Martinez,555-1236,Sold,Barn|Elevator
1494,Property 1494,San Antonio,House,342643,26-05-2024,27-07-2024,374600,2588,2,3,Condo,2016,3,2,Emily Brown,555-8127,Sold,Barn|Gym|Sauna|Fireplace
1495,Property 1495,Dallas,Commercial,634928,17-05-2024,07-12-2024,647879,2343,2,2,Ranch,2023,6,2,Alice White,555-5645,Sold,Elevator
1496,Property 1496,San Antonio,Commercial,531594,16-08-2024,,,4082,3,5,Detached,2013,,2,John Doe,555-8075,Available,Garden|Fireplace
1497,Property 1497,Austin,House,961860,12-05-2024,17-01-2024,1005450,3050,2,4,Office Building,2020,8,3,Robert Black,555-6075,Sold,Fireplace|Gym|Sauna
1498,Property 1498,Fort Worth,House,565316,18-12-2023,,,2330,4,2,Office Building,2018,3,2,Michael Green,555-6059,Available,Sauna
1499,Property 1499,Dallas,Commercial,710279,14-09-2024,13-10-2024,736594,1427,4,4,Condo,2021,8,1,Robert Black,555-6759,Sold,Fireplace|Garden
1500,Property 1500,Austin,House,906978,07-11-2024,,,4651,4,4,Detached,2002,,1,Kevin Martinez,555-1173,Available,Garage
1501,Property 1501,Fort Worth,Commercial,424015,06-05-2024,14-12-2024,455341,3161,5,2,Condo,2021,5,4,Alice White,555-7887,Sold,Gym
